Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
12748,10/25/13,7321,M,M,N,4,$110K - $130K,Orizaba,Veracruz,Mexico,Non-Consumable,Periodicals,Magazines,5,$10.10
12749,10/25/13,1871,F,M,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Tuna,5,$12.00
12750,10/25/13,2086,M,M,N,1,$10K - $30K,Salem,OR,USA,Drink,Beverages,Carbonated Beverages,6,$9.29
12751,10/25/13,4355,F,M,N,0,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,5,$11.66
12752,10/25/13,9271,M,M,Y,5,$50K - $70K,Tacoma,WA,USA,Food,Produce,Fruit,4,$16.81
12753,10/25/13,8556,M,M,Y,0,$10K - $30K,Portland,OR,USA,Food,Dairy,Dairy,5,$15.73
12754,10/25/13,4562,F,M,N,1,$30K - $50K,Portland,OR,USA,Food,Canned Products,Fruit,4,$11.40
12755,10/25/13,7993,F,S,Y,5,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,5,$13.07
12756,10/25/13,5081,F,S,Y,3,$70K - $90K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,3,$8.75
12757,10/25/13,6307,F,M,Y,4,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,$8.50
12758,10/25/13,1444,F,M,Y,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Checkout,Hardware,4,$3.92
12759,10/25/13,2176,F,M,Y,5,$10K - $30K,San Andres,DF,Mexico,Drink,Beverages,Hot Beverages,4,$24.02
12760,10/25/13,3880,M,M,Y,1,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Vegetables,3,$13.19
12761,10/25/13,6635,F,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,6,$7.08
12762,10/25/13,6837,F,S,N,2,$30K - $50K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,3,$26.21
12763,10/25/13,6931,F,M,N,1,$50K - $70K,San Andres,DF,Mexico,Food,Canned Foods,Canned Soup,3,$11.07
12764,10/25/13,8287,M,M,Y,5,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Starchy Foods,Starchy Foods,3,$17.10
12765,10/25/13,9682,M,M,N,4,$50K - $70K,Seattle,WA,USA,Non-Consumable,Household,Hardware,4,$5.93
12766,10/25/13,3406,F,M,N,2,$70K - $90K,San Andres,DF,Mexico,Food,Seafood,Seafood,2,$7.48
12767,10/25/13,1972,F,S,N,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Checkout,Miscellaneous,4,$20.70
12768,10/25/13,5700,M,M,Y,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,2,$6.36
12769,10/25/13,6923,M,S,Y,5,$50K - $70K,Mexico City,DF,Mexico,Food,Baking Goods,Jams and Jellies,4,$17.52
12770,10/25/13,7448,M,M,Y,3,$70K - $90K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,4,$19.74
12771,10/25/13,8710,M,M,N,5,$30K - $50K,Merida,Yucatan,Mexico,Drink,Dairy,Dairy,4,$7.59
12772,10/26/13,2584,F,M,Y,1,$30K - $50K,San Diego,CA,USA,Non-Consumable,Household,Kitchen Products,3,$12.18
12773,10/26/13,4742,M,S,N,3,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Produce,Fruit,4,$7.62
12774,10/26/13,1339,F,S,N,2,$70K - $90K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,$13.77
12775,10/26/13,1805,F,S,N,1,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Baking Goods,5,$11.68
12776,10/26/13,378,M,S,Y,1,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,2,$19.86
12777,10/26/13,3808,F,M,Y,4,$110K - $130K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Vegetables,5,$8.00
12778,10/26/13,7589,F,S,Y,5,$50K - $70K,Tacoma,WA,USA,Food,Produce,Fruit,4,$14.87
12779,10/26/13,8397,F,S,N,3,$10K - $30K,Acapulco,Guerrero,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,3,$15.28
12780,10/26/13,9909,M,S,N,4,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,4,$7.60
12781,10/26/13,2075,F,S,Y,1,$130K - $150K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,4,$18.72
12782,10/26/13,2258,F,M,Y,1,$10K - $30K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,$10.94
12783,10/26/13,4239,F,S,Y,4,$50K - $70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,$14.53
12784,10/26/13,3329,M,M,Y,2,$30K - $50K,San Andres,DF,Mexico,Non-Consumable,Household,Paper Products,5,$9.50
12785,10/26/13,3826,M,M,N,2,$50K - $70K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$15.72
12786,10/26/13,1814,M,M,Y,2,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Pizza,3,$3.76
12787,10/26/13,1481,F,S,Y,2,$130K - $150K,Seattle,WA,USA,Food,Produce,Vegetables,3,$3.02
12788,10/26/13,4061,M,S,N,4,$30K - $50K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,5,$3.52
12789,10/26/13,6775,F,S,N,4,$30K - $50K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,3,$4.61
12790,10/26/13,7016,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Kitchen Products,3,$24.45
12791,10/26/13,9291,M,S,N,3,$50K - $70K,Victoria,BC,Canada,Food,Baked Goods,Bread,5,$35.16
12792,10/26/13,3463,M,S,N,0,$10K - $30K,Salem,OR,USA,Food,Frozen Foods,Vegetables,4,$16.81
12793,10/26/13,8915,M,S,N,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Pure Juice Beverages,5,$4.88
12794,10/26/13,8893,M,S,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,$5.37
12795,10/26/13,178,M,S,Y,1,$30K - $50K,Salem,OR,USA,Food,Deli,Meat,5,$12.88
12796,10/26/13,4049,F,S,Y,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Frozen Entrees,5,$9.63
12797,10/26/13,1754,F,S,N,5,$70K - $90K,Portland,OR,USA,Drink,Beverages,Pure Juice Beverages,3,$5.56
12798,10/26/13,273,F,S,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,2,$11.22
12799,10/26/13,2446,M,S,Y,0,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$7.26
12800,10/27/13,6835,M,M,Y,2,$70K - $90K,Spokane,WA,USA,Food,Frozen Foods,Breakfast Foods,3,$9.35
12801,10/27/13,9425,F,M,Y,5,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Snacks,Candy,3,$12.35
12802,10/27/13,2086,M,M,N,1,$10K - $30K,Salem,OR,USA,Food,Frozen Foods,Breakfast Foods,3,$2.31
12803,10/27/13,4571,F,M,Y,5,$30K - $50K,Camacho,Zacatecas,Mexico,Drink,Dairy,Dairy,4,$3.19
12804,10/27/13,10208,M,S,Y,4,$90K - $110K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,$14.59
12805,10/27/13,2065,M,M,N,2,$130K - $150K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,$5.88
12806,10/27/13,6814,M,M,N,0,$70K - $90K,Bellingham,WA,USA,Food,Produce,Specialty,2,$7.61
12807,10/27/13,2068,F,M,Y,3,$30K - $50K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,$19.18
12808,10/27/13,9571,M,S,N,1,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,2,$11.70
12809,10/27/13,1145,F,S,N,1,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,4,$23.86
12810,10/27/13,3577,F,M,Y,4,$70K - $90K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,$7.96
12811,10/27/13,988,F,M,Y,2,$70K - $90K,Seattle,WA,USA,Non-Consumable,Periodicals,Magazines,2,$3.95
12812,10/27/13,1475,M,M,Y,3,$10K - $30K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,4,$7.89
12813,10/27/13,2175,F,M,Y,5,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Vegetables,4,$18.60
12814,10/27/13,3939,M,S,N,1,$30K - $50K,Beverly Hills,CA,USA,Food,Deli,Side Dishes,5,$11.70
12815,10/27/13,6402,F,S,N,3,$10K - $30K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,6,$47.28
12816,10/27/13,4653,M,M,Y,3,$50K - $70K,San Andres,DF,Mexico,Food,Dairy,Dairy,5,$8.19
12817,10/27/13,5172,M,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,6,$32.34
12818,10/27/13,8130,M,S,N,4,$50K - $70K,Beverly Hills,CA,USA,Non-Consumable,Household,Electrical,3,$2.30
12819,10/27/13,5642,M,S,N,4,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Hygiene,7,$29.82
12820,10/27/13,9195,M,M,N,3,$70K - $90K,San Diego,CA,USA,Food,Frozen Foods,Frozen Entrees,3,$9.99
12821,10/27/13,5185,F,M,Y,5,$70K - $90K,San Diego,CA,USA,Food,Produce,Vegetables,7,$38.18
12822,10/27/13,2215,F,S,Y,1,$130K - $150K,Portland,OR,USA,Food,Deli,Meat,5,$26.21
12823,10/27/13,10166,F,M,N,1,$70K - $90K,Portland,OR,USA,Food,Frozen Foods,Frozen Entrees,4,$12.52
12824,10/27/13,4657,F,S,N,2,$70K - $90K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,3,$21.01
12825,10/27/13,4325,F,S,N,0,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,5,$23.27
12826,10/27/13,4824,M,S,N,5,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Pizza,6,$10.44
12827,10/27/13,7129,M,M,Y,5,$10K - $30K,Seattle,WA,USA,Drink,Beverages,Carbonated Beverages,5,$16.24
12828,10/27/13,1942,F,S,Y,2,$90K - $110K,Hidalgo,Zacatecas,Mexico,Food,Snacks,Candy,2,$2.91
12829,10/28/13,2570,M,M,Y,2,$70K - $90K,Spokane,WA,USA,Non-Consumable,Household,Plastic Products,3,$14.39
12830,10/28/13,5555,F,M,Y,4,$10K - $30K,Walla Walla,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$5.06
12831,10/28/13,8141,M,S,Y,4,$90K - $110K,Walla Walla,WA,USA,Food,Baked Goods,Bread,3,$4.22
12832,10/28/13,4947,M,M,Y,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,5,$22.85
12833,10/28/13,5124,M,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,3,$12.54
12834,10/28/13,6151,F,M,Y,0,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,$17.63
12835,10/28/13,533,M,M,Y,1,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,$4.56
12836,10/28/13,1770,M,S,N,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,4,$19.38
12837,10/28/13,4618,M,M,N,3,$50K - $70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,$12.78
12838,10/28/13,4562,F,M,N,1,$30K - $50K,Portland,OR,USA,Food,Baked Goods,Bread,4,$13.50
12839,10/28/13,7356,F,M,N,4,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Frozen Desserts,5,$12.07
12840,10/28/13,7511,M,S,Y,1,$110K - $130K,Vancouver,BC,Canada,Food,Baked Goods,Bread,5,$14.16
12841,10/28/13,2577,F,S,N,1,$30K - $50K,San Francisco,CA,USA,Drink,Beverages,Carbonated Beverages,3,$3.50
12842,10/28/13,7670,F,S,Y,2,$50K - $70K,Seattle,WA,USA,Food,Produce,Fruit,3,$8.96
12843,10/28/13,803,F,S,N,2,$10K - $30K,Los Angeles,CA,USA,Food,Meat,Meat,5,$9.39
12844,10/28/13,3209,M,S,N,4,$10K - $30K,Vancouver,BC,Canada,Food,Produce,Fruit,4,$24.05
12845,10/28/13,9554,M,M,Y,3,$70K - $90K,Salem,OR,USA,Food,Canned Foods,Canned Soup,2,$8.68
12846,10/28/13,10133,F,M,Y,5,$10K - $30K,San Diego,CA,USA,Food,Canned Foods,Vegetables,3,$8.22
12847,10/28/13,3594,F,M,Y,1,$10K - $30K,San Diego,CA,USA,Drink,Beverages,Carbonated Beverages,4,$27.66
12848,10/28/13,9552,M,S,N,4,$50K - $70K,Los Angeles,CA,USA,Food,Snacks,Candy,6,$7.12
12849,10/28/13,7342,M,M,Y,1,$50K - $70K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,$22.18
12850,10/28/13,8766,F,M,Y,2,$10K - $30K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,$2.73
12851,10/28/13,571,F,S,N,1,$50K - $70K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,$11.86
12852,10/28/13,1996,F,M,Y,1,$30K - $50K,Salem,OR,USA,Non-Consumable,Household,Paper Products,5,$14.15
12853,10/28/13,8773,F,M,Y,3,$50K - $70K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,4,$11.34
12854,10/28/13,3906,M,S,Y,2,$30K - $50K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,5,$14.12
12855,10/28/13,7129,M,M,Y,5,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Vegetables,6,$6.05
12856,10/28/13,1636,F,S,Y,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,4,$7.13
12857,10/28/13,4497,M,S,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$12.47
12858,10/29/13,3996,M,M,N,2,$10K - $30K,Beverly Hills,CA,USA,Drink,Beverages,Drinks,3,$2.49
12859,10/29/13,8116,F,S,N,2,$110K - $130K,Salem,OR,USA,Food,Deli,Meat,4,$21.47
12860,10/29/13,597,M,S,Y,4,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,6,$23.53
12861,10/29/13,1690,M,M,N,2,$150K +,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,3,$4.14
12862,10/29/13,2065,M,M,N,2,$130K - $150K,Tacoma,WA,USA,Drink,Beverages,Carbonated Beverages,5,$4.83
12863,10/29/13,8803,F,M,Y,3,$130K - $150K,San Francisco,CA,USA,Food,Frozen Foods,Pizza,4,$11.82
12864,10/29/13,5592,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Canned Foods,Canned Clams,3,$23.10
12865,10/29/13,1720,F,S,N,4,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Electrical,6,$9.99
12866,10/29/13,6598,F,S,Y,2,$130K - $150K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,4,$18.38
12867,10/29/13,7315,F,S,Y,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Frozen Foods,Frozen Desserts,4,$5.49
12868,10/29/13,8752,F,S,N,3,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Frozen Desserts,6,$15.56
12869,10/29/13,975,F,S,N,0,$130K - $150K,Beverly Hills,CA,USA,Food,Dairy,Dairy,3,$3.48
12870,10/29/13,197,F,M,Y,1,$10K - $30K,San Diego,CA,USA,Food,Produce,Vegetables,4,$2.98
12871,10/29/13,6523,M,S,N,1,$50K - $70K,San Diego,CA,USA,Food,Produce,Fruit,4,$7.32
12872,10/29/13,3858,F,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,$13.80
12873,10/29/13,9005,M,M,N,0,$50K - $70K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,5,$8.96
12874,10/29/13,481,M,M,Y,2,$30K - $50K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,4,$7.03
12875,10/29/13,8338,M,S,Y,2,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Household,Paper Products,5,$17.04
12876,10/29/13,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,7,$25.74
12877,10/29/13,7348,M,M,Y,5,$50K - $70K,Portland,OR,USA,Food,Snacks,Candy,6,$12.43
12878,10/29/13,4049,F,S,Y,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Carbonated Beverages,2,$5.16
12879,10/30/13,2446,M,S,Y,0,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,$31.81
12880,10/30/13,3497,M,S,N,2,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,3,$11.38
12881,10/30/13,3921,F,S,N,1,$30K - $50K,Yakima,WA,USA,Food,Produce,Vegetables,3,$10.03
12882,10/30/13,5348,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,6,$18.08
12883,10/30/13,1812,M,S,Y,5,$30K - $50K,Camacho,Zacatecas,Mexico,Drink,Dairy,Dairy,4,$6.44
12884,10/30/13,3539,M,S,Y,2,$90K - $110K,Tacoma,WA,USA,Food,Eggs,Eggs,5,$12.67
12885,10/30/13,2570,M,M,Y,2,$70K - $90K,Spokane,WA,USA,Non-Consumable,Household,Electrical,6,$25.98
12886,10/30/13,2952,F,S,Y,1,$30K - $50K,Yakima,WA,USA,Food,Baking Goods,Baking Goods,4,$12.66
12887,10/30/13,3941,M,S,Y,1,$50K - $70K,Bremerton,WA,USA,Food,Eggs,Eggs,3,$14.28
12888,10/30/13,2918,F,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,7,$11.72
12889,10/30/13,8397,F,S,N,3,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,3,$26.08
12890,10/30/13,8803,F,M,Y,3,$130K - $150K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,2,$2.66
12891,10/30/13,6227,F,M,Y,3,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,5,$10.34
12892,10/30/13,2078,M,M,Y,1,$130K - $150K,San Diego,CA,USA,Food,Deli,Meat,3,$15.64
12893,10/30/13,4861,M,S,N,2,$50K - $70K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Decongestants,4,$8.06
12894,10/30/13,4586,M,S,Y,3,$10K - $30K,Vancouver,BC,Canada,Food,Baking Goods,Jams and Jellies,6,$13.73
12895,10/30/13,8166,M,S,N,2,$130K - $150K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Hardware,5,$14.08
12896,10/30/13,6464,M,S,Y,3,$10K - $30K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,3,$11.22
12897,10/30/13,2727,F,S,N,1,$50K - $70K,San Diego,CA,USA,Drink,Beverages,Carbonated Beverages,3,$18.53
12898,10/30/13,8195,F,S,N,0,$70K - $90K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,6,$5.47
12899,10/30/13,8893,M,S,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Vegetables,5,$22.56
12900,10/30/13,5301,F,M,N,2,$70K - $90K,Los Angeles,CA,USA,Food,Dairy,Dairy,4,$25.05
12901,10/30/13,6187,M,S,Y,3,$50K - $70K,Acapulco,Guerrero,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,3,$6.57
12902,10/30/13,9788,F,M,N,0,$110K - $130K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$17.66
12903,10/30/13,5512,F,S,Y,5,$30K - $50K,Merida,Yucatan,Mexico,Drink,Alcoholic Beverages,Beer and Wine,3,$11.93
12904,10/30/13,8498,F,S,N,2,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,3,$6.95
12905,10/30/13,1942,F,S,Y,2,$90K - $110K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,4,$4.03
12906,10/30/13,1133,F,S,N,3,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Fruit,3,$13.88
12907,10/30/13,2218,M,S,Y,4,$50K - $70K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,$11.72
12908,10/30/13,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,5,$30.89
12909,10/31/13,10190,M,M,Y,5,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,3,$7.83
12910,10/31/13,341,M,M,Y,1,$10K - $30K,Tacoma,WA,USA,Food,Snacks,Candy,3,$10.05
12911,10/31/13,9610,M,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,$32.16
12912,10/31/13,1977,M,M,Y,4,$10K - $30K,Yakima,WA,USA,Non-Consumable,Household,Cleaning Supplies,6,$22.86
12913,10/31/13,4486,F,S,Y,1,$110K - $130K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,4,$18.90
12914,10/31/13,2733,M,M,Y,1,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,3,$8.32
12915,10/31/13,3643,F,S,Y,2,$130K - $150K,Walla Walla,WA,USA,Food,Produce,Fruit,2,$5.76
12916,10/31/13,4094,F,S,N,2,$10K - $30K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,4,$7.83
12917,10/31/13,1567,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Non-Consumable,Household,Kitchen Products,5,$39.62
12918,10/31/13,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Food,Produce,Specialty,5,$8.85
12919,10/31/13,943,F,S,Y,2,$50K - $70K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,4,$19.88
12920,10/31/13,1641,M,M,Y,2,$150K +,Orizaba,Veracruz,Mexico,Food,Dairy,Dairy,3,$19.51
12921,10/31/13,4556,M,S,N,2,$30K - $50K,Salem,OR,USA,Food,Frozen Foods,Vegetables,4,$29.38
12922,10/31/13,6847,M,M,N,2,$50K - $70K,San Andres,DF,Mexico,Non-Consumable,Periodicals,Magazines,3,$9.63
12923,10/31/13,1419,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,4,$11.61
12924,10/31/13,6629,F,S,N,4,$10K - $30K,Guadalajara,Jalisco,Mexico,Non-Consumable,Household,Kitchen Products,1,$1.43
12925,10/31/13,4176,M,M,Y,3,$110K - $130K,San Diego,CA,USA,Food,Baked Goods,Bread,4,$13.34
12926,10/31/13,6083,M,M,Y,3,$150K +,San Diego,CA,USA,Food,Dairy,Dairy,3,$13.69
12927,10/31/13,6097,M,M,Y,2,$70K - $90K,Victoria,BC,Canada,Food,Frozen Foods,Meat,3,$3.82
12928,10/31/13,4847,F,S,N,3,$30K - $50K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$7.20
12929,10/31/13,7782,F,S,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Shrimp,2,$18.04
12930,10/31/13,4807,F,M,Y,3,$70K - $90K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,5,$4.48
12931,10/31/13,5871,F,M,Y,2,$30K - $50K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$13.05
12932,10/31/13,7812,F,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,3,$7.22
12933,11/01/13,9176,M,S,Y,4,$30K - $50K,Yakima,WA,USA,Drink,Beverages,Pure Juice Beverages,5,$15.65
12934,11/01/13,5740,F,S,Y,3,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,4,$1.58
12935,11/01/13,6100,M,M,Y,4,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,4,$1.63
12936,11/01/13,430,M,S,Y,3,$90K - $110K,Spokane,WA,USA,Food,Frozen Foods,Breakfast Foods,5,$3.93
12937,11/01/13,1460,M,M,N,1,$10K - $30K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,5,$11.23
12938,11/01/13,4676,F,M,Y,0,$30K - $50K,Spokane,WA,USA,Drink,Beverages,Carbonated Beverages,3,$5.18
12939,11/01/13,4486,F,S,Y,1,$110K - $130K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Soup,6,$41.89
12940,11/01/13,1076,F,M,Y,4,$50K - $70K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,2,$8.89
12941,11/01/13,4646,F,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Canned Foods,Canned Shrimp,6,$20.83
12942,11/01/13,728,F,M,N,5,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Plastic Products,5,$16.61
12943,11/01/13,7221,F,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,3,$8.30
12944,11/01/13,8345,F,S,Y,3,$30K - $50K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,5,$31.64
12945,11/01/13,8500,M,S,N,1,$30K - $50K,Tacoma,WA,USA,Food,Deli,Meat,4,$11.49
12946,11/01/13,5136,M,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,3,$6.34
12947,11/01/13,924,M,M,Y,5,$30K - $50K,Bremerton,WA,USA,Food,Eggs,Eggs,3,$10.69
12948,11/01/13,2063,M,M,N,2,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Vegetables,4,$5.72
12949,11/01/13,3037,M,M,Y,4,$30K - $50K,San Diego,CA,USA,Food,Dairy,Dairy,4,$17.23
12950,11/01/13,9130,M,M,Y,4,$110K - $130K,San Diego,CA,USA,Non-Consumable,Checkout,Hardware,5,$5.36
12951,11/01/13,5488,F,S,Y,4,$50K - $70K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,$28.80
12952,11/01/13,5799,F,S,Y,4,$110K - $130K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$5.19
12953,11/01/13,6417,M,S,N,2,$10K - $30K,Los Angeles,CA,USA,Food,Baking Goods,Jams and Jellies,4,$11.35
12954,11/01/13,8901,M,M,N,1,$90K - $110K,Salem,OR,USA,Food,Canned Foods,Canned Soup,4,$11.97
12955,11/01/13,2528,M,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Specialty,4,$13.41
12956,11/01/13,3989,F,M,Y,4,$10K - $30K,Seattle,WA,USA,Food,Baking Goods,Baking Goods,5,$3.69
12957,11/01/13,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,5,$19.67
12958,11/01/13,6895,F,M,Y,4,$50K - $70K,Victoria,BC,Canada,Food,Produce,Specialty,5,$9.86
